TWEETID    PREDICTEDVALUE    PROBABILITY    ACTUALVALUE RESULT
443897104973697024    en    -1.27E+02    en    correct
443910305425674240    pt    -3.43E+01    es    wrong
443992441709154304    pt    -9.07E+01    es    wrong
443994712517914624    es    -2.30E+01    es    correct
443997154861154304    es    -1.17E+02    es    correct
443997897391366144    eu    -7.47E+01    es    wrong
443999441121738752    en    -4.13E+01    eu    wrong
444006290646650880    en    -2.27E+01    es    wrong
444008323839688704    es    -7.42E+01    es    correct
444009345207246848    eu    -5.59E+01    eu    correct
444016313292578816    es    -9.97E+01    es    correct
444017403786444800    ca    -5.44E+01    es    wrong
444020975135629312    eu    -8.66E+01    es    wrong
444023079782875137    es    -6.05E+01    es    correct
444025793728245761    ca    -1.77E+01    es    wrong
444031801695404032    pt    -1.25E+02    es    wrong
444032943930212352    es    -1.41E+02    es    correct
444039467423531008    en    -8.79E+01    es    wrong
444041492215369728    ca    -8.94E+01    es    wrong
444042790591528960    es    -5.81E+01    es    correct
444044672693194752    es    -6.83E+01    es    correct
444046083585753088    es    -4.72E+01    es    correct
444047582986514432    pt    -1.95E+01    es    wrong
444048376884375552    es    -5.79E+01    es    correct
444048723388420096    pt    -4.85E+01    es    wrong
444053779609292800    es    -1.26E+02    es    correct
444054441088782336    eu    -1.00E+02    es    wrong
444064097886564352    es    -5.40E+01    es    correct
444073238298365952    ca    -7.48E+01    es    wrong
444073478380355584    es    -7.82E+01    es    correct
444074104292122624    es    -9.97E+01    es    correct
444079659823947776    en    -9.16E+01    en    correct
444082229359439872    es    -1.24E+02    es    correct
444091189332295680    ca    -7.55E+01    es    wrong
444091351190478848    es    -1.08E+02    es    correct
444095424597852160    es    -1.17E+02    es    correct
444096498310328320    es    -8.70E+01    es    correct
444098586884988928    en    -1.13E+02    es    wrong
444101147515961344    en    -3.94E+01    es    wrong
444101210061426688    pt    -4.76E+01    es    wrong
444102297023688704    pt    -2.23E+01    es    wrong
444107324874305536    en    -9.54E+01    es    wrong
444108860442562560    pt    -3.49E+01    es    wrong
444110162459381760    es    -2.53E+01    es    correct
444110524545236992    ca    -7.93E+01    es    wrong
444110612713721856    es    -1.36E+02    es    correct
444111610677055488    en    -1.11E+02    es    wrong
444112150634979328    ca    -7.96E+01    es    wrong
444113822446788608    es    -3.55E+01    es    correct
444114874097205248    es    -1.02E+02    es    correct
444115274607099904    es    -2.17E+01    es    correct
444116684346257408    es    -3.40E+01    es    correct
444117712353366016    es    -1.15E+02    es    correct
444121313381449729    es    -3.92E+01    es    correct
444122434925756417    ca    -7.15E+01    es    wrong
444127758101532672    es    -3.90E+01    es    correct
444130751010050048    es    -2.89E+01    es    correct
444131227713671168    es    -8.85E+01    es    correct
444131935343087616    en    -9.35E+01    en    correct
444132542128881664    gl    -1.77E+01    es    wrong
444137110237622272    es    -7.28E+01    es    correct
444137536261480448    en    -7.91E+01    en    correct
444139179367497728    en    -9.90E+01    en    correct
444141502575673344    pt    -1.03E+02    es    wrong
444145145470926848    ca    -1.30E+02    es    wrong
444145739376369664    eu    -4.43E+01    eu    correct
444148474960183296    es    -2.80E+01    es    correct
444151407588151297    ca    -1.35E+01    es    wrong
444154375096008704    es    -9.93E+01    es    correct
444156407802511360    pt    -4.97E+01    es    wrong
444157119693336576    en    -6.34E+01    es    wrong
444159748930539520    en    -1.39E+02    en    correct
444162049300779008    eu    -6.25E+01    en    wrong
444162121858035712    en    -9.63E+01    en    correct
444162256641994752    es    -4.87E+01    es    correct
444166190530060289    es    -1.12E+02    es    correct
444169842653151233    es    -4.94E+01    es    correct
444171658375729152    ca    -7.82E+01    es    wrong
444172939601395712    eu    -5.92E+01    eu    correct
444177289765732352    es    -4.01E+01    es    correct
444182632575033345    es    -6.60E+01    es    correct
444183255496290304    eu    -3.63E+01    es    wrong
444185701660504066    ca    -1.41E+01    es    wrong
444187226910756865    pt    -1.11E+02    es    wrong
444187994296426496    eu    -5.05E+01    eu    correct
444191841014267904    es    -1.87E+01    es    correct
444191887369703424    pt    -1.15E+02    ca    wrong
444192917343989760    pt    -3.20E+01    es    wrong
444194564489109504    ca    -6.79E+01    es    wrong
444195095194386432    eu    -8.09E+01    eu    correct
444202168221179904    en    -6.74E+01    es    wrong
444205240532086785    ca    -1.03E+02    es    wrong
444205895258742784    eu    -6.09E+01    es    wrong
444209223212494848    pt    -4.48E+01    es    wrong
444210072131223553    ca    -1.64E+01    es    wrong
444210324942901248    es    -6.61E+01    es    correct
444213521564577792    es    -9.09E+01    es    correct
444215713910509568    es    -7.27E+01    es    correct
444215861424164864    es    -2.76E+01    es    correct
444218064918577152    ca    -1.33E+02    es    wrong
444218400001503232    eu    -2.92E+01    es    wrong
444219655570608128    es    -6.75E+01    es    correct
444220151584804864    es    -4.25E+01    es    correct
444220236372668416    es    -7.73E+01    es    correct
444220317016543233    pt    -4.66E+01    es    wrong
444220558625218560    pt    -2.51E+01    es    wrong
444222101441249280    pt    -5.95E+01    es    wrong
444223527613636609    es    -4.14E+01    es    correct
444223910075445248    pt    -2.32E+01    es    wrong
444224859015757825    en    -1.33E+02    en    correct
444224921087270912    en    -7.07E+01    en    correct
444225258003120128    eu    -8.32E+01    eu    correct
444226018715660288    ca    -3.04E+01    es    wrong
444226589078069248    eu    -5.10E+01    eu    correct
444229192629366785    pt    -6.57E+01    es    wrong
444229807443017728    es    -4.86E+01    es    correct
444229841412698113    eu    -3.19E+01    es    wrong
444229860714905600    ca    -1.88E+01    es    wrong
444230854760759297    eu    -5.89E+01    es    wrong
444230858648862720    ca    -4.60E+01    eu    wrong
444231108142833665    ca    -1.09E+01    es    wrong
444231548423135232    en    -1.31E+02    en    correct
444232212679241728    es    -1.06E+02    es    correct
444232369336492032    es    -9.18E+01    es    correct
444232669724155904    es    -5.12E+01    es    correct
444232809767776258    es    -2.59E+01    es    correct
444236552492044288    es    -4.89E+01    es    correct
444236961365389312    es    -9.70E+01    es    correct
444236975093342208    es    -2.46E+01    es    correct
444237501805629440    pt    -9.31E+00    es    wrong
444237575063351296    es    -1.13E+02    es    correct
444238093705826304    es    -2.58E+01    es    correct
444239918811074560    es    -3.14E+01    es    correct
444240163812954112    es    -3.98E+01    es    correct
444240928161935360    ca    -2.32E+01    es    wrong
444242127409926144    es    -1.03E+02    es    correct
444242140731027456    eu    -4.59E+01    eu    correct
444243075561689089    en    -1.31E+02    en    correct
444243378474344448    pt    -5.79E+01    es    wrong
444245634158432256    pt    -5.97E+01    es    wrong
444247364023640064    pt    -6.74E+01    es    wrong
444247555049013248    pt    -7.40E+01    es    wrong
444247883332976640    pt    -2.70E+01    es    wrong
444248493440659456    en    -1.04E+02    en    correct
444249115053268992    es    -4.79E+01    es    correct
444250314821337089    es    -1.41E+02    es    correct
444251013995040768    es    -6.59E+01    es    correct
444251056177164288    es    -1.18E+02    es    correct
444251558025633792    es    -7.82E+01    es    correct
444252690861027329    es    -2.38E+01    es    correct
444256286356828160    es    -7.84E+01    es    correct
444256943449055232    en    -3.18E+01    es    wrong
444266890593316864    es    -8.83E+01    es    correct
444309448811892736    es    -3.78E+01    es    correct
444348382258401280    gl    -1.44E+01    es    wrong
444350584897163264    pt    -3.66E+01    es    wrong
444353152964648961    eu    -2.73E+01    eu    correct
444357381200576512    es    -3.89E+01    es    correct
444357845216419840    pt    -4.21E+01    es    wrong
444358918501064704    en    -3.10E+01    es    wrong
444363681439424512    eu    -3.85E+01    eu    correct
444365941842132992    eu    -4.64E+01    eu    correct
444369041407606784    es    -1.01E+02    es    correct
444371569604042752    es    -3.30E+01    es    correct
444372034328723456    pt    -1.99E+01    es    wrong
444374680208941056    es    -4.06E+01    es    correct
444374998179147777    es    -7.59E+01    es    correct
444375093972860928    ca    -1.75E+01    es    wrong
444377052079468544    pt    -5.80E+01    es    wrong
444381594854629376    pt    -2.04E+01    es    wrong
444381806998347776    es    -1.37E+02    es    correct
444381966742585344    pt    -8.87E+01    es    wrong
444382074532032512    ca    -3.48E+01    es    wrong
444383676793888769    pt    -9.18E+01    es    wrong
444391519525801984    en    -1.03E+02    es    wrong
444396628259373056    en    -1.02E+02    en    correct
444399034527408128    en    -4.45E+01    es    wrong
444400433663320064    eu    -1.06E+02    es    wrong
444401842697826304    pt    -4.10E+01    es    wrong
444403005098840064    pt    -6.73E+01    es    wrong
444403918077186048    es    -1.18E+02    es    correct
444408663701463040    ca    -2.68E+01    es    wrong
444410023238991873    en    -1.23E+02    en    correct
444411836742762496    en    -7.61E+01    en    correct
444417872144912384    pt    -4.06E+01    es    wrong
444418796540153856    pt    -6.17E+01    es    wrong
444429418845704192    ca    -6.96E+01    es    wrong
444446411808321536    pt    -2.68E+01    es    wrong
444447220570800128    es    -3.08E+01    es    correct
444451997077745664    ca    -6.97E+01    es    wrong
444452901482950656    pt    -9.08E+01    es    wrong
444454791268544512    eu    -9.79E+01    es    wrong
444456928576827392    en    -5.45E+01    es    wrong
444458213170483200    eu    -4.34E+01    eu    correct
444463266405040129    es    -2.20E+01    es    correct
444463758614999040    eu    -2.89E+01    es    wrong
444463819356913664    eu    -1.20E+02    eu    correct
444465049449820160    ca    -5.42E+01    es    wrong
444466826337345536    es    -6.79E+01    es    correct
444468664709160960    es    -4.21E+01    es    correct
444478375214989312    ca    -2.69E+01    es    wrong
444479321349320704    en    -2.20E+01    en    correct
444481898606120960    es    -1.21E+02    es    correct
444482847689441280    es    -3.40E+01    es    correct
444488791198531584    es    -3.63E+01    es    correct
444496364341592064    es    -5.36E+01    es    correct
444497039955865601    es    -5.24E+01    es    correct
444497860252663810    es    -9.55E+01    es    correct
444498075034599424    es    -7.86E+01    es    correct
444499294289416193    es    -1.22E+02    es    correct
444501431455055872    es    -8.73E+01    es    correct
444503104051249153    es    -8.79E+01    es    correct
444510290164871168    eu    -4.39E+01    es    wrong
444524121343655936    es    -6.03E+01    es    correct
444526038136406016    pt    -8.13E+01    es    wrong
444526132793470977    es    -6.07E+01    es    correct
444528337197993984    es    -7.12E+01    es    correct
444528361797582848    en    -1.21E+02    en    correct
444529926423982080    es    -1.33E+02    es    correct
444530441912328192    en    -5.34E+01    es    wrong
444536070949306369    eu    -1.84E+01    en    wrong
444538384233791489    es    -3.91E+01    es    correct
444543225408143360    ca    -2.74E+01    es    wrong
444543820450267136    en    -4.28E+01    es    wrong
444544341420568576    es    -5.12E+01    es    correct
444547331481153537    pt    -1.07E+02    es    wrong
444551329487552512    pt    -6.29E+01    es    wrong
444555857926586368    pt    -3.77E+01    es    wrong
444559103881641984    gl    -7.95E+00    es    wrong
444561491279503360    pt    -2.44E+01    es    wrong
444561811837575168    eu    -9.48E+01    es    wrong
444562011217997824    en    -1.17E+01    en    correct
444565943168278528    es    -9.82E+01    es    correct
444568209573044224    es    -5.67E+01    es    correct
444571202972307456    ca    -1.34E+01    en    wrong
444571839508250624    eu    -8.50E+01    eu    correct
444572718760214529    pt    -7.69E+01    es    wrong
444577439646486528    es    -5.04E+01    es    correct
444578729390780417    ca    -2.52E+01    es    wrong
444582846788014080    es    -2.98E+01    es    correct
444586293738348544    pt    -2.53E+01    es    wrong
444587074961014784    es    -4.12E+01    es    correct
444587500435415042    pt    -4.04E+01    es    wrong
444588145955598336    es    -4.23E+01    es    correct
444588459236159488    eu    -3.70E+01    eu    correct
444591790520557568    ca    -5.24E+01    es    wrong
444591931574587392    es    -7.14E+01    es    correct
444594202450870273    ca    -5.92E+01    es    wrong
444597208206557184    es    -3.29E+01    es    correct
444598097751322624    es    -1.28E+02    es    correct
444599378247176192    es    -1.39E+02    es    correct
444600508196876289    es    -2.49E+01    es    correct
444601028101828608    pt    -6.18E+01    es    wrong
444603833189404672    es    -9.00E+01    es    correct
444605839228555264    en    -1.37E+01    es    wrong
444606253323808768    pt    -2.53E+01    es    wrong
444612640338640896    es    -7.38E+01    es    correct
444613337381609472    ca    -2.10E+01    es    wrong
444613629376483328    eu    -1.83E+01    es    wrong
444627207462596608    pt    -3.26E+01    es    wrong
444629350659686400    es    -1.31E+02    es    correct
444654289253048321    pt    -2.25E+01    en    wrong
444663468789350400    es    -5.88E+01    es    correct
444667826339860480    es    -7.09E+01    es    correct
444668027796455424    es    -3.50E+01    es    correct
444673439472025600    es    -8.71E+01    es    correct
444674059155296256    es    -2.90E+01    es    correct
444688471543005185    pt    -4.01E+01    es    wrong
444708996306706432    es    -6.17E+01    es    correct
444722245408419840    es    -7.56E+01    es    correct
444735322770120704    es    -9.67E+01    es    correct
444738116235317248    es    -9.01E+01    es    correct
444738526056570880    pt    -8.75E+01    es    wrong
444741045105205248    eu    -7.32E+01    es    wrong
444742164044873729    es    -7.22E+01    es    correct
444742302389788672    es    -8.96E+01    es    correct
444744818179444736    eu    -6.56E+01    es    wrong
444744821706874880    es    -6.67E+01    es    correct
444745580464844800    gl    -1.15E+01    es    wrong
444746176538365952    es    -9.24E+01    es    correct
444746492415578112    es    -2.43E+01    es    correct
444747099985682432    es    -1.39E+02    es    correct
444752422133833731    eu    -9.16E+00    eu    correct
444753188621930496    es    -7.53E+01    es    correct
444755650657419264    pt    -2.64E+01    es    wrong
444755912600076288    es    -1.35E+02    es    correct
444756032095805440    pt    -1.53E+01    es    wrong
444769522806169600    es    -8.95E+01    es    correct
