TWEETID    PREDICTEDVALUE    PROBABILITY    ACTUALVALUE RESULT
442442322459258880    pt    -1.85E+02    pt    correct
442443442770432000    pt    -6.34E+01    pt    correct
442444258411577344    eu    -5.96E+01    pt    wrong
442445141857800192    pt    -6.12E+01    pt    correct
442446089715974144    en    -7.76E+01    en    correct
442446258469605376    en    -8.29E+01    en    correct
442446861908328449    en    -1.79E+02    en    correct
442447093647818752    es    -3.91E+01    es    correct
442447693819179008    pt    -1.46E+02    pt    correct
442448246074785793    pt    -3.93E+01    pt    correct
442454309146726400    pt    -3.97E+01    pt    correct
442457070445809664    pt    -2.67E+01    pt    correct
442459154993922048    pt    -8.18E+01    pt    correct
442459890360262656    pt    -6.24E+01    pt    correct
442460229247434752    pt    -9.86E+01    pt    correct
442460502791573504    ca    -4.28E+01    pt    wrong
442461686038298625    pt    -1.32E+02    pt    correct
442462126926745600    eu    -2.22E+01    pt    wrong
442462687239630848    pt    -2.78E+01    pt    correct
442469077567946753    pt    -7.07E+01    pt    correct
442470817939877888    pt    -2.31E+01    pt    correct
442472659939753984    pt    -5.92E+01    pt    correct
442473177294585856    gl    -8.14E+01    pt    wrong
442473325760376833    pt    -5.31E+01    pt    correct
442476405537124352    gl    -5.74E+01    pt    wrong
442477620098510848    gl    -6.58E+01    pt    wrong
442478630095310848    pt    -6.94E+01    pt    correct
442479949359095808    pt    -5.41E+01    pt    correct
442480621966073856    en    -1.95E+02    en    correct
442480754212085760    en    -1.71E+02    en    correct
442490668725075968    gl    -5.52E+01    pt    wrong
442492257540009984    pt    -9.77E+01    pt    correct
442493675646754816    ca    -1.00E+02    pt    wrong
442503429056122880    en    -2.08E+01    en    correct
442509282060533761    en    -1.22E+02    en    correct
442511361210613760    pt    -2.80E+01    pt    correct
442512274591612928    pt    -1.20E+02    pt    correct
442536629862146048    pt    -5.03E+01    pt    correct
442580367753887744    pt    -9.09E+01    pt    correct
442588828008980480    pt    -5.54E+01    pt    correct
442601917009895424    pt    -1.57E+02    pt    correct
442617141876228096    pt    -6.48E+01    pt    correct
442620340062392320    gl    -5.08E+01    pt    wrong
442624634652221440    en    -4.75E+01    en    correct
442627603988762625    es    -2.45E+01    pt    wrong
442627652210667520    en    -1.95E+02    en    correct
442628936875663361    pt    -6.23E+01    pt    correct
442635719472074752    pt    -2.28E+01    pt    correct
442637003939913728    pt    -7.63E+01    pt    correct
442638913300332544    pt    -2.78E+01    pt    correct
442641297384669184    pt    -5.36E+01    pt    correct
442643202659872768    pt    -8.88E+01    pt    correct
442644495130431488    pt    -1.18E+02    pt    correct
442645136002912256    pt    -6.30E+01    pt    correct
442646751074607104    gl    -7.81E+01    pt    wrong
442648278631739392    pt    -7.23E+01    pt    correct
442648625576157184    pt    -2.05E+02    pt    correct
442649100807581696    pt    -6.67E+01    pt    correct
442649131665080320    gl    -3.96E+01    pt    wrong
442649509219532800    pt    -9.38E+01    pt    correct
442649522326765570    pt    -5.65E+01    pt    correct
442651834222931968    gl    -6.97E+01    pt    wrong
442652316639174656    en    -8.94E+01    en    correct
442652693694525440    pt    -6.42E+01    pt    correct
442656504257458176    pt    -2.14E+02    pt    correct
442657596500369408    gl    -4.84E+01    pt    wrong
442658759740231680    pt    -7.11E+01    pt    correct
442661762937389056    gl    -8.65E+01    pt    wrong
442661958240989184    ca    -2.39E+01    pt    wrong
442662287623852032    pt    -8.13E+01    pt    correct
442663075972673536    gl    -7.75E+01    pt    wrong
442666613368958976    pt    -8.84E+01    pt    correct
442667995090128896    gl    -9.80E+01    es    wrong
442668109946945536    pt    -5.71E+01    pt    correct
442672501353881600    pt    -1.07E+02    pt    correct
442672779964743681    eu    -1.89E+01    pt    wrong
442673458783469568    ca    -4.73E+01    pt    wrong
442678481819037696    pt    -7.26E+01    pt    correct
442678634290368512    pt    -2.50E+01    pt    correct
442680148937039872    pt    -3.24E+01    pt    correct
442680772135489536    pt    -5.74E+01    pt    correct
442680889940914177    pt    -6.94E+01    pt    correct
442682942847221761    pt    -5.03E+01    pt    correct
442683383119106048    pt    -5.64E+01    pt    correct
442683699227017216    pt    -3.26E+01    pt    correct
442685678271594499    pt    -9.43E+01    pt    correct
442686077397381122    en    -7.37E+01    pt    wrong
442693856992440321    pt    -4.57E+01    pt    correct
442695331705520128    pt    -3.74E+01    pt    correct
442698290904465409    pt    -6.59E+01    pt    correct
442701949386108929    en    -3.62E+01    en    correct
442702943851380736    pt    -3.28E+01    pt    correct
442703710595346432    ca    -4.43E+01    pt    wrong
442705422739603456    pt    -2.05E+02    pt    correct
442708816204144640    pt    -8.18E+01    pt    correct
442709206526066688    eu    -6.40E+01    pt    wrong
442715570736463872    pt    -1.09E+01    pt    correct
442718003470553088    pt    -8.31E+01    pt    correct
442720468358152192    pt    -5.02E+01    pt    correct
442722121022570496    gl    -3.72E+01    pt    wrong
442722390330859520    gl    -2.53E+01    pt    wrong
442722722452606976    pt    -5.47E+01    pt    correct
442723782676213760    pt    -6.36E+01    pt    correct
442724251192524800    pt    -1.14E+02    pt    correct
442725762622554112    pt    -3.33E+01    pt    correct
442725945037033472    gl    -1.30E+02    pt    wrong
442726474748284930    pt    -3.31E+01    pt    correct
442727814102794240    pt    -7.66E+01    pt    correct
442729102769135617    gl    -5.50E+01    pt    wrong
442729410798833665    ca    -9.06E+01    pt    wrong
442730303120211968    pt    -9.33E+01    pt    correct
442731702763671552    pt    -9.03E+01    pt    correct
442732134986711040    es    -9.45E+01    pt    wrong
442733888239304704    pt    -5.18E+01    pt    correct
442734127155265537    pt    -1.71E+02    pt    correct
442734191814660096    pt    -4.84E+01    pt    correct
442735089118904320    pt    -5.94E+01    pt    correct
442738388987543552    pt    -1.42E+02    pt    correct
442738435611435008    pt    -3.57E+01    pt    correct
442739205954076672    pt    -3.07E+01    pt    correct
442739275894124545    pt    -6.66E+01    pt    correct
442739477476552705    pt    -5.89E+01    pt    correct
442743872482201601    pt    -6.53E+01    pt    correct
442745344594817024    pt    -1.49E+02    pt    correct
442746183380123648    pt    -2.47E+01    pt    correct
442746670099730432    pt    -1.31E+02    pt    correct
442746683601199105    eu    -9.04E+01    pt    wrong
442746981191286784    pt    -6.99E+01    pt    correct
442749416970395651    pt    -7.53E+01    pt    correct
442749878708752384    pt    -5.29E+01    pt    correct
442750227850989569    pt    -7.43E+01    pt    correct
442750880627314688    pt    -4.40E+01    pt    correct
442755183463124992    pt    -6.22E+01    pt    correct
442755226760912897    pt    -4.44E+01    pt    correct
442755324370767872    pt    -1.21E+02    pt    correct
442756790896558080    pt    -5.77E+01    pt    correct
442757829548863488    gl    -4.76E+01    pt    wrong
442760265919377408    ca    -2.54E+01    pt    wrong
442760411734351872    pt    -5.52E+01    pt    correct
442761272762064896    pt    -8.10E+01    pt    correct
442761331025121280    pt    -1.52E+02    pt    correct
442762840332853248    pt    -4.78E+01    pt    correct
442764229511495680    gl    -4.05E+01    pt    wrong
442766338428522496    gl    -8.68E+01    pt    wrong
442767072444305408    pt    -9.21E+01    pt    correct
442767991231774720    gl    -4.92E+01    pt    wrong
442769720904003584    gl    -3.14E+01    pt    wrong
442773366907629569    pt    -3.36E+01    pt    correct
442773731409416192    pt    -8.21E+01    pt    correct
442773867330015232    pt    -3.78E+01    pt    correct
442774702504017920    gl    -3.14E+01    pt    wrong
442775250603110400    pt    -1.76E+02    pt    correct
442776736653389825    pt    -2.27E+01    pt    correct
442777213654810625    en    -5.22E+01    en    correct
442777816871219200    gl    -7.25E+01    pt    wrong
442782512134516736    pt    -8.10E+01    pt    correct
442782757845237760    pt    -8.38E+01    pt    correct
442783096606572544    ca    -4.63E+01    en    wrong
442783186477940736    gl    -8.74E+01    pt    wrong
442783755372339200    pt    -2.89E+01    pt    correct
442785560449794048    pt    -3.67E+01    pt    correct
442786381321216001    pt    -1.75E+02    pt    correct
442786824076148737    pt    -9.36E+01    pt    correct
442786844103958528    pt    -7.27E+01    pt    correct
442787681760993280    pt    -3.89E+01    pt    correct
442788427566940161    pt    -6.65E+01    pt    correct
442788762679250944    en    -5.41E+01    en    correct
442789099725127680    en    -1.01E+02    en    correct
442790745096089600    pt    -7.10E+01    pt    correct
442790891867361280    pt    -1.17E+02    pt    correct
442791496727932928    pt    -7.04E+01    pt    correct
442791625535004672    pt    -6.42E+01    pt    correct
442791848977764355    pt    -7.27E+01    pt    correct
442792772165042176    pt    -2.04E+01    pt    correct
442794482292236288    pt    -9.10E+01    pt    correct
442794487434473475    pt    -7.88E+01    pt    correct
442796081802670080    pt    -3.83E+01    pt    correct
442796095295729664    en    -6.30E+01    en    correct
442796107094319105    pt    -9.89E+01    pt    correct
442800129020809217    pt    -3.86E+01    pt    correct
442800842140549120    pt    -9.96E+01    pt    correct
442801775591325696    gl    -9.85E+01    pt    wrong
442801819971256321    pt    -8.42E+01    pt    correct
442801998015262720    en    -1.44E+02    en    correct
442805473981779968    pt    -9.08E+01    pt    correct
442806287403712512    en    -2.20E+02    en    correct
442806337115004928    gl    -4.78E+01    pt    wrong
442806873394511872    pt    -4.55E+01    pt    correct
442809222376734720    gl    -7.04E+01    pt    wrong
442812148314824704    pt    -4.05E+01    pt    correct
442813972249845760    gl    -8.70E+01    pt    wrong
442815754581573632    pt    -8.41E+01    pt    correct
442818049545342976    ca    -4.58E+01    pt    wrong
442818234203795456    pt    -2.09E+02    pt    correct
442819030479822849    pt    -5.45E+01    pt    correct
442822796046262272    pt    -1.34E+02    pt    correct
442822950425989120    pt    -4.77E+01    pt    correct
442825281813118976    gl    -7.62E+01    pt    wrong
442828724183244800    gl    -2.12E+01    pt    wrong
442828999363158017    en    -1.88E+01    en    correct
442830642615963648    pt    -1.10E+02    pt    correct
442831088185257984    pt    -4.74E+01    pt    correct
442833668311384064    pt    -5.39E+01    pt    correct
442835900247322625    pt    -2.03E+01    pt    correct
442837516857909248    en    -3.75E+01    en    correct
442844880747126784    es    -7.78E+01    es    correct
442849322741563392    pt    -4.69E+01    pt    correct
442924738198126592    pt    -6.67E+01    pt    correct
442924842263019520    pt    -1.39E+01    pt    correct
442936966536249344    pt    -2.92E+01    pt    correct
442939730708410368    pt    -5.11E+01    pt    correct
442941594216710144    pt    -4.53E+01    pt    correct
442944508976988160    pt    -4.46E+01    pt    correct
442951137994752000    pt    -9.56E+01    pt    correct
442952404108324864    ca    -4.35E+01    pt    wrong
442957522513956864    ca    -4.72E+01    pt    wrong
442961529542279168    gl    -8.79E+01    pt    wrong
442965245515284480    pt    -5.65E+01    pt    correct
442967840472436736    en    -7.24E+01    en    correct
442969895534620672    pt    -1.52E+02    pt    correct
442977060991291392    pt    -1.77E+01    pt    correct
442978268065853440    pt    -5.52E+01    pt    correct
442979283724947456    pt    -7.14E+01    pt    correct
442979386888028160    pt    -1.41E+02    pt    correct
442982965094916097    pt    -3.75E+01    pt    correct
442988538511261696    pt    -2.94E+01    pt    correct
442995255588450304    pt    -9.29E+01    pt    correct
442999010069323776    eu    -1.12E+01    pt    wrong
443001570763223040    pt    -3.90E+01    pt    correct
443002971430060032    pt    -6.29E+01    pt    correct
443004021566357504    pt    -5.00E+01    pt    correct
443010166439821312    pt    -1.22E+02    pt    correct
443014163536044032    pt    -5.38E+01    pt    correct
443016620295069696    pt    -4.36E+01    pt    correct
443018778805534720    pt    -1.92E+01    pt    correct
443020749788688384    pt    -6.87E+01    pt    correct
443021085932802048    pt    -6.61E+01    pt    correct
443022656867426304    pt    -5.46E+01    pt    correct
443029666702835712    pt    -9.09E+01    pt    correct
443030388622262272    gl    -9.94E+01    pt    wrong
443030768223535104    eu    -2.15E+01    es    wrong
443034075134435328    pt    -4.03E+01    pt    correct
443037163446611968    pt    -2.12E+02    pt    correct
443042354191417344    pt    -5.57E+01    pt    correct
443044132525985792    pt    -6.87E+01    pt    correct
443045801749905408    gl    -2.45E+01    pt    wrong
443048887478403072    pt    -1.35E+02    pt    correct
443048899373457408    pt    -1.66E+01    pt    correct
443054824473755648    gl    -2.94E+01    pt    wrong
443058372896886785    pt    -4.86E+01    pt    correct
443060861553606656    gl    -5.65E+01    pt    wrong
443062183027802113    pt    -4.21E+01    pt    correct
443062243346092032    gl    -3.06E+01    pt    wrong
443064705134129152    pt    -5.55E+01    pt    correct
443067597509373952    gl    -6.43E+01    pt    wrong
443067739888832514    pt    -7.56E+01    pt    correct
443068169130090496    pt    -5.12E+01    pt    correct
443069099154087936    pt    -6.96E+01    pt    correct
443073069893308416    pt    -1.95E+02    pt    correct
443076136155631617    pt    -2.50E+01    pt    correct
443076913893224448    ca    -3.24E+01    pt    wrong
443086827101380608    pt    -3.98E+01    pt    correct
443088140207923200    pt    -7.37E+01    pt    correct
443089136862658561    pt    -4.51E+01    pt    correct
443089513808928768    gl    -1.46E+02    pt    wrong
443091292692946944    pt    -5.78E+01    pt    correct
443095643159273473    en    -1.58E+02    en    correct
443095730207875072    pt    -1.80E+02    pt    correct
443097107164315648    pt    -7.47E+01    pt    correct
443097606349398016    pt    -3.38E+01    pt    correct
443099618168291328    pt    -3.27E+01    pt    correct
443099809822822400    pt    -7.67E+01    pt    correct
443100016887230465    pt    -5.89E+01    pt    correct
443104166484131840    pt    -8.98E+01    pt    correct
443104220213166082    pt    -8.33E+01    pt    correct
443105081039155200    gl    -3.84E+01    pt    wrong
443106782119219200    pt    -1.02E+02    pt    correct
443108575146033152    pt    -4.59E+01    pt    correct
443109241344499712    pt    -4.13E+01    pt    correct
443113877250011136    pt    -1.51E+02    pt    correct
443114225171722240    pt    -6.54E+01    pt    correct
443115307100823553    pt    -7.82E+01    pt    correct
443119106930528256    pt    -1.08E+02    pt    correct
443122264490668032    pt    -1.21E+02    pt    correct
443124152988626944    en    -1.15E+02    en    correct
443125859994861568    pt    -1.13E+02    pt    correct
443125900838985728    pt    -7.44E+01    pt    correct
443126255823892480    pt    -1.46E+02    pt    correct
443126891026067457    gl    -1.63E+02    pt    wrong
443127637792550912    pt    -8.09E+01    pt    correct
443127729261932544    pt    -8.87E+01    pt    correct
443130964697681922    pt    -9.85E+01    pt    correct
443131635853447169    gl    -1.03E+02    pt    wrong
443131896235823104    pt    -3.11E+01    pt    correct
443133479262650368    pt    -5.85E+01    pt    correct
443134027160387585    pt    -6.33E+01    pt    correct
443134765378854912    en    -1.12E+01    en    correct
443134904185126913    en    -4.97E+01    en    correct
443134988499042304    pt    -1.32E+02    pt    correct
443135118308569090    pt    -8.85E+01    pt    correct
443135241377828864    pt    -1.90E+02    pt    correct
443135718677020672    pt    -3.15E+01    pt    correct
443136917425897472    pt    -7.63E+01    pt    correct
443136959255699456    pt    -7.54E+01    pt    correct
443137214034485248    pt    -3.94E+01    pt    correct
443137716960911360    gl    -1.78E+02    pt    wrong
443137907965300736    gl    -2.70E+01    pt    wrong
443138430755930112    pt    -8.06E+01    pt    correct
443140253067796480    pt    -8.70E+01    pt    correct
443141246031511553    en    -6.96E+01    en    correct
443142405605568512    pt    -1.64E+02    pt    correct
443143184231968768    pt    -2.13E+01    pt    correct
443145503484944384    pt    -7.01E+01    pt    correct
443145599576461312    pt    -8.80E+01    pt    correct
443145783081443328    gl    -6.16E+01    pt    wrong
443147129041608704    pt    -1.87E+01    pt    correct
443147931915669504    pt    -4.64E+01    pt    correct
443148204763541504    pt    -1.14E+02    pt    correct
443148907695333377    pt    -6.39E+01    pt    correct
443149562677850112    pt    -6.55E+01    pt    correct
443149860318224384    pt    -1.71E+02    pt    correct
443150073405665281    pt    -7.21E+01    pt    correct
443150711367684096    en    -3.32E+01    pt    wrong
443151304631005184    pt    -5.15E+01    pt    correct
443151653316067328    pt    -2.88E+01    pt    correct
443152151792332800    pt    -5.09E+01    pt    correct
443152372639219712    eu    -2.41E+01    en    wrong
443154829788340224    pt    -3.52E+01    pt    correct
443155557558792192    pt    -1.46E+02    pt    correct
443156235043733504    pt    -6.10E+01    pt    correct
443156242169872384    pt    -9.02E+01    pt    correct
443156527026036736    pt    -6.95E+01    pt    correct
443158802431737856    en    -5.20E+01    en    correct
443162550298238976    pt    -1.78E+01    pt    correct
443162574272860160    pt    -3.86E+01    pt    correct
443164176530550785    pt    -9.01E+01    pt    correct
443165486071963648    en    -6.72E+01    en    correct
443166060230217729    pt    -2.57E+01    pt    correct
443169252829569024    pt    -1.53E+02    pt    correct
443170080105693184    pt    -7.27E+01    pt    correct
443172563284672512    pt    -5.07E+01    pt    correct
443172717400186880    pt    -7.60E+01    pt    correct
443175371979386880    pt    -1.04E+02    pt    correct
443176023644209152    pt    -8.21E+01    pt    correct
443178313193127936    pt    -3.95E+01    pt    correct
443178326170279936    pt    -4.81E+01    pt    correct
443179130985922560    pt    -2.16E+01    pt    correct
443179138523103232    pt    -5.51E+01    pt    correct
443180292216733698    gl    -4.32E+01    pt    wrong
443183257514172417    pt    -1.01E+02    pt    correct
443190633310998528    pt    -6.47E+01    pt    correct
443200260467621888    pt    -6.07E+01    pt    correct
443201139660840960    pt    -1.12E+02    pt    correct
443214014836129792    pt    -9.18E+01    pt    correct
443216482118684673    pt    -9.20E+01    pt    correct
443251980618964992    pt    -1.09E+02    pt    correct
443288578140160000    en    -4.23E+01    pt    wrong
443289341809672192    pt    -4.46E+01    pt    correct
443293246761226240    pt    -5.70E+01    pt    correct
443293490450280448    pt    -4.52E+01    pt    correct
443299468889571328    pt    -6.11E+01    pt    correct
443302281757622272    en    -9.64E+01    en    correct
443306694425477120    pt    -3.00E+01    pt    correct
443319640207683584    en    -6.40E+01    en    correct
443324294983340032    pt    -4.92E+01    pt    correct
443324357054853120    pt    -1.53E+02    pt    correct
443324951781965825    pt    -1.35E+02    pt    correct
443325447469039617    pt    -2.02E+02    pt    correct
443325883957645312    en    -4.74E+01    en    correct
443329794475032576    pt    -7.23E+01    pt    correct
443332460018171904    pt    -5.14E+01    pt    correct
443335635722858496    pt    -5.63E+01    pt    correct
443338410930241536    pt    -9.63E+00    pt    correct
443346971458543616    gl    -5.90E+01    pt    wrong
443347618803236864    pt    -6.91E+01    pt    correct
443351153934626816    pt    -9.44E+01    pt    correct
443356224516792321    pt    -3.64E+01    pt    correct
443356718404468736    pt    -1.01E+02    pt    correct
443364255597735936    gl    -1.55E+02    pt    wrong
443368431069716480    pt    -1.09E+02    pt    correct
443371290985246720    pt    -6.97E+01    pt    correct
443372106940944384    en    -2.02E+01    en    correct
443376714576846848    gl    -1.30E+02    pt    wrong
443389097118535681    pt    -9.91E+01    pt    correct
443390730678312960    pt    -8.33E+01    pt    correct
443397392352968704    gl    -6.05E+01    pt    wrong
443401454083395585    en    -2.97E+01    en    correct
443408429315805186    pt    -6.29E+01    pt    correct
443411177247608832    pt    -1.22E+02    pt    correct
443414940003864576    en    -1.00E+02    en    correct
443416984232136704    pt    -8.17E+01    pt    correct
443418666294845441    gl    -7.23E+01    pt    wrong
443420303839232001    pt    -8.65E+01    pt    correct
443421443041529856    pt    -8.13E+01    pt    correct
443428141189853186    ca    -5.59E+01    pt    wrong
443435640852865024    pt    -4.61E+01    pt    correct
443438214888820737    ca    -5.72E+01    pt    wrong
443438310099546112    pt    -7.23E+01    pt    correct
443440066401402880    gl    -8.20E+01    pt    wrong
443445414650712064    pt    -1.27E+01    pt    correct
443452874715316224    en    -1.27E+02    en    correct
443454947049226240    pt    -1.67E+02    pt    correct
443459062098046977    pt    -1.19E+02    pt    correct
443460507639742465    gl    -3.08E+01    pt    wrong
443464669064593409    pt    -1.28E+02    pt    correct
443467002762756096    pt    -5.36E+01    pt    correct
443467707695243264    pt    -1.74E+02    pt    correct
443471725607792641    gl    -4.91E+01    pt    wrong
443475473184870400    pt    -7.51E+01    pt    correct
443476071602999296    pt    -1.54E+02    pt    correct
443476751239639041    en    -2.36E+01    en    correct
443479744513056768    pt    -7.29E+01    pt    correct
443482449457467393    pt    -1.97E+02    pt    correct
443488610051182592    pt    -3.61E+01    pt    correct
443490933406171136    pt    -6.49E+01    pt    correct
443491112809148416    pt    -8.00E+01    pt    correct
443491489877090304    pt    -7.96E+01    pt    correct
443493630838591488    gl    -3.55E+01    pt    wrong
443493642385489920    pt    -9.56E+01    pt    correct
443495257033166849    pt    -8.42E+01    pt    correct
443495393369026560    pt    -5.70E+01    pt    correct
443495522700378112    pt    -4.49E+01    pt    correct
443497100253601792    pt    -1.71E+02    pt    correct
443497208680546304    pt    -1.51E+02    pt    correct
443497710608723968    pt    -8.43E+01    pt    correct
443498729258385409    pt    -1.45E+02    pt    correct
443498962033868800    en    -4.21E+01    en    correct
443499641821470720    pt    -8.91E+01    pt    correct
443499996525375488    es    -1.07E+02    pt    wrong
443500732910944256    pt    -1.68E+02    pt    correct
443501985661480960    pt    -5.00E+01    pt    correct
443502161037889537    pt    -5.43E+01    pt    correct
443502242419974144    pt    -2.69E+01    pt    correct
443502828389404672    pt    -8.81E+01    pt    correct
443503168836894721    pt    -8.55E+01    pt    correct
443504903093518337    en    -7.87E+01    pt    wrong
443505116118024192    pt    -1.49E+02    pt    correct
443507269192654848    gl    -6.23E+01    pt    wrong
443508946440323072    pt    -6.34E+01    pt    correct
443509069476024320    pt    -1.33E+02    pt    correct
443510441164406785    pt    -2.28E+01    pt    correct
443512616242413568    pt    -1.91E+02    pt    correct
443514419566608384    pt    -7.67E+01    pt    correct
443515711152226304    pt    -1.00E+02    pt    correct
443515941117521920    pt    -5.75E+01    pt    correct
443516514747297793    gl    -2.95E+01    pt    wrong
443518122793132032    pt    -2.02E+01    pt    correct
443519376315387904    es    -4.17E+01    pt    wrong
443521460997746688    pt    -5.87E+01    pt    correct
443522359589617666    pt    -5.11E+01    pt    correct
443523194386137088    pt    -7.78E+01    pt    correct
443524085080141825    pt    -2.73E+01    pt    correct
443524667429900288    pt    -7.70E+01    pt    correct
443524708785750016    pt    -1.10E+02    pt    correct
443525516872941568    pt    -5.44E+01    pt    correct
443526758189789184    pt    -7.12E+01    pt    correct
443527021805981696    pt    -6.56E+01    pt    correct
443527063568666624    pt    -1.44E+02    pt    correct
443531114926575616    pt    -1.65E+02    pt    correct
443532686901403648    en    -2.05E+01    en    correct
443534207575674880    pt    -1.20E+02    pt    correct
443537572456058880    pt    -8.72E+01    pt    correct
443539477886410752    pt    -1.47E+02    pt    correct
443542775314022400    pt    -2.56E+01    pt    correct
443552475866738688    en    -3.26E+00    en    correct
443557299618320384    pt    -9.42E+00    pt    correct
443557806600642561    en    -1.43E+02    en    correct
443558942204248064    pt    -1.16E+02    pt    correct
443578802384670720    ca    -5.30E+01    pt    wrong
443598431454785536    pt    -7.74E+01    pt    correct
443649751813480448    pt    -3.10E+00    pt    correct
443653127905218560    pt    -7.20E+01    pt    correct
443663194855583744    pt    -1.01E+02    pt    correct
443665251746451456    pt    -4.71E+01    pt    correct
443666191459315713    pt    -1.10E+01    pt    correct
443669027697614848    pt    -1.61E+02    pt    correct
443672596333481984    pt    -4.30E+01    pt    correct
443673605772419072    pt    -9.17E+01    pt    correct
443681784287748097    gl    -4.01E+01    pt    wrong
443682304159137792    gl    -4.97E+01    pt    wrong
443694583269314560    pt    -5.78E+01    pt    correct
443702606993833984    gl    -8.71E+01    pt    wrong
443702673171562496    pt    -8.56E+01    pt    correct
443711690748985344    pt    -2.99E+01    pt    correct
443714361547587584    pt    -3.88E+01    pt    correct
443714543416782848    pt    -8.34E+01    pt    correct
443719715580817408    pt    -1.82E+02    pt    correct
443721697876000768    pt    -4.37E+01    pt    correct
443722673903120384    pt    -6.64E+01    pt    correct
443724139875295232    pt    -1.78E+02    pt    correct
443729342250881024    pt    -4.16E+01    pt    correct
443734607432003584    eu    -1.57E+01    pt    wrong
443737098487885824    pt    -9.86E+01    pt    correct
443743236553596929    en    -1.97E+02    en    correct
443748537940344832    pt    -3.95E+01    pt    correct
443750876596170753    gl    -2.18E+01    pt    wrong
443754799889383424    pt    -3.50E+01    pt    correct
443758365685325825    pt    -9.24E+01    pt    correct
443760392893128704    pt    -1.03E+02    pt    correct
443776071528640513    en    -8.79E+01    en    correct
443777936349757440    pt    -4.11E+01    pt    correct
443778562513186816    pt    -4.05E+01    pt    correct
443780026757283840    pt    -5.22E+01    pt    correct
443782993745051648    gl    -6.93E+01    pt    wrong
443800414262427648    pt    -8.82E+01    pt    correct
443804505063555072    pt    -4.54E+01    pt    correct
443805462853853184    pt    -5.71E+01    pt    correct
443807069947584512    pt    -1.53E+02    pt    correct
443807160439681024    pt    -1.06E+02    pt    correct
443808259028557824    pt    -7.30E+01    pt    correct
443811064795635713    pt    -3.95E+01    pt    correct
443813010390654976    pt    -3.86E+01    pt    correct
443821147051024384    gl    -1.22E+02    pt    wrong
443822599353954305    pt    -1.22E+02    pt    correct
443822898445578240    pt    -9.15E+01    pt    correct
443823383273566209    pt    -1.96E+01    pt    correct
443824546366652416    pt    -1.79E+01    pt    correct
443829901733658624    pt    -5.44E+01    pt    correct
443832469918613504    pt    -2.05E+01    pt    correct
443833600619073536    en    -6.13E+01    en    correct
443834804640182272    ca    -4.12E+00    pt    wrong
443835047440044032    pt    -7.09E+01    pt    correct
443836632228458497    pt    -8.23E+01    pt    correct
443837194424569856    pt    -3.96E+01    pt    correct
443838378011004928    pt    -9.94E+01    pt    correct
443840413976526848    en    -8.97E+01    en    correct
443841647508742144    pt    -4.10E+01    pt    correct
443842085545082880    pt    -2.86E+01    pt    correct
443843038839066624    en    -3.50E+01    pt    wrong
443845936469389312    pt    -2.58E+01    pt    correct
443847186707914752    pt    -4.78E+01    pt    correct
443848223900598272    pt    -1.86E+02    pt    correct
443848489148370945    pt    -7.07E+01    pt    correct
443849059477241856    gl    -6.77E+01    pt    wrong
443852759868375040    pt    -4.19E+01    pt    correct
443853116291973120    ca    -6.12E+01    pt    wrong
443853145710800896    ca    -1.82E+01    ca    correct
443854746143961088    pt    -8.07E+01    pt    correct
443855147962482688    pt    -5.13E+01    pt    correct
443855307786448897    pt    -4.09E+01    pt    correct
443859537872027648    pt    -8.33E+01    pt    correct
443860384597159937    en    -5.48E+01    pt    wrong
443860812491665408    pt    -1.70E+02    pt    correct
443861564148285440    pt    -1.48E+02    pt    correct
443862929000370177    pt    -8.73E+01    pt    correct
443863332400152577    pt    -4.15E+01    pt    correct
443863523643650048    pt    -1.09E+02    pt    correct
443863604375609345    pt    -8.28E+01    pt    correct
443864445685870593    gl    -9.33E+01    pt    wrong
443866781992505344    pt    -1.14E+02    pt    correct
443868129949908992    pt    -8.35E+01    pt    correct
443868291916763137    pt    -5.65E+01    pt    correct
443868365292322816    pt    -4.18E+01    pt    correct
443868680867569664    pt    -1.18E+02    pt    correct
443869925124632576    pt    -7.15E+01    pt    correct
443872243559702528    pt    -8.83E+01    pt    correct
443877119312269312    pt    -1.40E+02    pt    correct
443877724730716160    pt    -8.14E+01    pt    correct
443877803097096192    pt    -2.07E+01    pt    correct
443878446901764097    pt    -7.52E+01    pt    correct
443879683554557952    pt    -1.35E+02    pt    correct
443879815134060544    pt    -6.89E+01    pt    correct
443881399394004992    ca    -3.44E+01    pt    wrong
443881429592965121    pt    -5.06E+01    pt    correct
443881523067256832    pt    -1.12E+02    pt    correct
443882310245822465    en    -8.39E+01    en    correct
443882565301440512    en    -5.34E+01    pt    wrong
443884112747986944    gl    -5.04E+01    pt    wrong
443884444358045696    ca    -6.47E+00    pt    wrong
443884741402849280    pt    -1.26E+02    pt    correct
443885314751627264    pt    -4.06E+01    pt    correct
443887936938205184    pt    -1.43E+02    pt    correct
443890625407369218    en    -8.39E+01    en    correct
443892497732075520    ca    -2.29E+01    pt    wrong
443892958648340480    pt    -1.20E+02    pt    correct
443893169865113601    pt    -1.13E+02    pt    correct
443894358233063424    pt    -4.04E+01    pt    correct
443894855086120960    gl    -1.52E+01    pt    wrong
443896593620930560    pt    -1.33E+01    pt    correct
443901173339545600    gl    -9.80E+01    pt    wrong
443904101769039872    pt    -8.77E+01    pt    correct
