TWEETID    PREDICTEDVALUE    PROBABILITY    ACTUALVALUE RESULT
441188953954463744    pt    -4.45E+01    pt correct
441189014172090368    eu    -4.10E+01    pt wrong
441189871466471424    eu    -2.12E+01    pt wrong
441189928639401985    eu    -1.42E+02    pt wrong
441192254292492288    en    -2.65E+00    en correct
441196603169570817    pt    -6.46E+01    pt correct
441198118743572480    pt    -3.69E+01    pt correct
441198174217445376    gl    -8.80E+01    pt wrong
441200873826295808    gl    -6.57E+01    pt wrong
441202234081017856    pt    -7.31E+01    pt correct
441203688548626433    pt    -6.60E+01    pt correct
441204468525568000    pt    -7.36E+01    pt correct
441206179671584768    pt    -7.45E+01    pt correct
441211087208210432    gl    -9.11E+01    pt wrong
441211313289953280    en    -8.98E+00    en correct
441213569992884224    pt    -3.58E+01    pt correct
441216817021722624    en    -5.67E+01    en correct
441218647756120064    pt    -2.75E+01    pt correct
441218715455983616    eu    -6.10E+01    pt wrong
441220954682044416    gl    -2.26E+02    pt wrong
441221118414692353    pt    -5.95E+01    pt correct
441222196178870272    gl    -1.87E+02    pt wrong
441223070771347457    pt    -9.78E+01    pt correct
441223567431434240    en    -4.14E+01    en correct
441223888261767168    pt    -1.77E+02    pt correct
441224116583280640    eu    -7.64E+01    pt wrong
441225465542750209    pt    -9.60E+01    pt correct
441227095663185920    pt    -1.84E+02    pt correct
441227129309511680    pt    -1.11E+02    pt correct
441227635247833088    pt    -1.13E+01    pt correct
441227859542044672    pt    -6.21E+01    pt correct
441229477641584640    pt    -1.70E+02    pt correct
441233560549093376    pt    -4.56E+01    pt correct
441234120954613761    gl    -4.38E+01    pt wrong
441236834702475264    pt    -8.21E+01    pt correct
441237834926534657    pt    -8.47E+01    pt correct
441238537242177536    pt    -5.33E+01    pt correct
441240837012619264    pt    -5.96E+01    pt correct
441246282901106689    gl    -6.95E+01    pt wrong
441247364917911552    pt    -1.14E+02    pt correct
441248398872563712    gl    -9.24E+01    pt wrong
441250481008959488    eu    -1.84E+02    en wrong
441252864208297984    pt    -1.48E+02    pt correct
441254609697271808    pt    -1.52E+02    pt correct
441255176150593536    en    -2.60E+01    en correct
441260980668878848    pt    -1.54E+02    pt correct
441264577343275008    pt    -7.40E+01    pt correct
441267171931324416    pt    -3.63E+01    pt correct
441268806783356928    pt    -1.27E+02    pt correct
441268844040945664    pt    -2.15E+02    pt correct
441270907135606784    gl    -1.05E+02    pt wrong
441271544518807553    pt    -2.84E+01    pt correct
441276619437920256    gl    -4.90E+01    pt wrong
441278021149163520    en    -1.21E+02    en correct
441278360216674304    pt    -1.38E+02    pt correct
441278852719837184    pt    -1.47E+02    pt correct
441281936820936705    pt    -4.59E+01    pt correct
441282621935329281    pt    -1.19E+02    pt correct
441283401182892032    gl    -5.68E+01    pt wrong
441285319296831488    eu    -1.26E+02    pt wrong
441286799995174912    gl    -2.99E+01    pt wrong
441288409902899200    eu    -5.10E+01    en wrong
441289258192879616    gl    -1.10E+02    pt wrong
441290140082651136    pt    -2.73E+01    pt correct
441290335982223360    gl    -1.71E+02    pt wrong
441295131288031234    pt    -6.24E+01    pt correct
441296581997133824    pt    -3.21E+01    pt correct
441302208236511232    gl    -9.29E+01    pt wrong
441302957620228099    pt    -6.84E+01    pt correct
441303307857182721    pt    -3.74E+01    pt correct
441303830589095936    pt    -1.27E+02    pt correct
441303868589105152    en    -3.29E+01    en correct
441306771383402496    pt    -4.52E+01    pt correct
441308217293799426    pt    -6.47E+01    pt correct
441308669461164032    gl    -2.68E+01    pt wrong
441309719718678529    gl    -5.02E+01    pt wrong
441311293983952896    eu    -5.68E+01    pt wrong
441312378567663616    en    -4.84E+01    en correct
441312978533498881    pt    -1.04E+02    pt correct
441313706438586368    pt    -6.07E+01    pt correct
441316684625113088    pt    -5.50E+01    pt correct
441316781827715072    en    -5.76E+01    en correct
441316806876078080    es    -3.33E+01    pt wrong
441318702873870337    pt    -8.39E+01    pt correct
441318721987289089    pt    -1.04E+02    pt correct
441319752368009216    ca    -2.72E+01    pt wrong
441320518948782080    pt    -4.99E+01    pt correct
441321014996135936    gl    -1.20E+02    pt wrong
441323173452451840    pt    -8.36E+01    pt correct
441323929777340416    gl    -5.47E+01    pt wrong
441324014125215744    pt    -8.94E+01    pt correct
441324199999598592    pt    -3.11E+01    pt correct
441325235925966848    en    -2.00E+02    en correct
441326304143872000    pt    -4.44E+01    pt correct
441326756717658113    pt    -1.28E+02    pt correct
441327591925243904    pt    -1.01E+02    pt correct
441327979537240064    pt    -1.45E+02    pt correct
441328043445858304    pt    -7.29E+01    pt correct
441329302844370944    pt    -7.58E+01    pt correct
441329362021801984    pt    -6.88E+01    pt correct
441331845695688704    pt    -5.95E+01    pt correct
441332339982225408    pt    -3.63E+01    pt correct
441332537227374592    gl    -1.40E+02    pt wrong
441332947141275649    pt    -2.74E+01    pt correct
441333660361302016    pt    -7.98E+01    pt correct
441333722650918912    eu    -9.94E+01    pt wrong
441334644047233025    pt    -2.81E+01    pt correct
441335635064799232    pt    -6.88E+01    pt correct
441336869192613888    eu    -1.09E+02    pt wrong
441338897335742464    es    -4.58E+00    pt wrong
441339501412368385    gl    -2.91E+01    pt wrong
441340280730845184    eu    -2.64E+01    pt wrong
441341170225278977    gl    -1.87E+02    pt wrong
441341547171561472    en    -9.73E+01    en correct
441343367939899392    pt    -6.70E+01    pt correct
441346085370740736    pt    -4.27E+01    pt correct
441347040883515392    pt    -7.90E+01    pt correct
441347357071118336    pt    -4.48E+01    pt correct
441348214055133184    pt    -5.33E+01    pt correct
441348851778469888    gl    -8.61E+01    pt wrong
441348861244633088    pt    -4.11E+01    pt correct
441350453105020928    pt    -8.41E+01    pt correct
441352679936503808    pt    -5.66E+01    pt correct
441353514480975872    eu    -4.84E+01    pt wrong
441353529396305920    pt    -1.45E+02    pt correct
441354492169039872    pt    -5.57E+01    pt correct
441354839755214848    pt    -6.37E+01    pt correct
441355693006659585    pt    -7.04E+01    pt correct
441356921694470144    pt    -6.36E+01    pt correct
441358868455915520    pt    -1.39E+02    pt correct
441358887137320960    pt    -8.45E+01    pt correct
441359706804989952    pt    -6.81E+01    pt correct
441369559871025153    pt    -1.57E+02    pt correct
441371748303663105    gl    -5.53E+01    pt wrong
441373927261351936    pt    -5.37E+01    pt correct
441376872006701056    pt    -6.94E+01    pt correct
441376980777598976    pt    -1.29E+02    pt correct
441377679913537537    pt    -5.48E+01    pt correct
441379419794702336    pt    -3.79E+01    pt correct
441382187183898624    pt    -1.50E+02    pt correct
441382308479008768    pt    -5.30E+01    pt correct
441383218109898753    pt    -7.95E+01    pt correct
441392217111158784    gl    -3.81E+01    pt wrong
441394089922396160    pt    -3.80E+01    pt correct
441398836117143552    pt    -9.30E+01    pt correct
441404551472898048    eu    -5.58E+01    pt wrong
441412182111424512    pt    -3.83E+01    pt correct
441415602843176961    pt    -6.61E+01    pt correct
441465703741521920    gl    -5.83E+01    pt wrong
441477628097482752    pt    -8.82E+01    pt correct
441481355340570624    gl    -2.29E+01    pt wrong
441485088749260800    pt    -7.69E+01    pt correct
441494924375388160    gl    -4.66E+01    pt wrong
441503953931743232    en    -1.99E+02    en correct
441504180256403456    pt    -6.36E+01    pt correct
441504180747108352    eu    -7.42E+01    pt wrong
441509665076441088    pt    -1.39E+02    pt correct
441516301941764096    gl    -5.06E+01    en wrong
441524925300740096    pt    -4.22E+01    pt correct
441530569906995200    pt    -8.65E+01    pt correct
441531479974498304    pt    -9.37E+01    pt correct
441535597094916096    eu    -4.67E+01    pt wrong
441537095392571392    pt    -6.28E+01    pt correct
441537819971170305    pt    -8.10E+01    pt correct
441540452484136960    eu    -4.14E+01    pt wrong
441541581565595648    gl    -2.67E+01    pt wrong
441541633809854464    gl    -1.63E+02    pt wrong
441544946081095681    pt    -3.58E+01    pt correct
441545083201277952    pt    -4.33E+01    pt correct
441548518025875457    pt    -5.36E+01    pt correct
441554626035597314    pt    -4.82E+01    pt correct
441556571592884224    pt    -1.34E+02    pt correct
441558903109984256    pt    -2.85E+01    pt correct
441559856001323008    pt    -1.42E+02    pt correct
441564006797819905    en    -7.98E+00    pt wrong
441564280279027712    gl    -1.68E+02    pt wrong
441567549604782080    gl    -1.01E+02    pt wrong
441570621194264577    pt    -5.77E+01    pt correct
441573212946964480    pt    -5.45E+01    pt correct
441573986091433984    pt    -2.38E+01    pt correct
441579198856323073    gl    -2.47E+01    pt wrong
441580469197746177    eu    -3.95E+01    pt wrong
441580565280870400    pt    -1.12E+02    pt correct
441584587316400128    pt    -5.06E+01    pt correct
441586939842813952    eu    -1.29E+02    pt wrong
441589466948730881    en    -2.55E+01    en correct
441594759413780480    pt    -4.74E+01    pt correct
441603583218581504    pt    -5.22E+01    pt correct
441604438864957440    pt    -4.70E+01    pt correct
441605133231988736    pt    -1.88E+01    pt correct
441610880078606336    en    -2.28E+01    pt wrong
441612214920052736    gl    -5.12E+01    pt wrong
441612304304832512    en    -1.69E+01    en correct
441616568762769408    eu    -8.90E+01    pt wrong
441619986659176448    pt    -5.51E+01    pt correct
441623160681553920    gl    -1.28E+02    pt wrong
441626312084819968    pt    -1.61E+02    pt correct
441632887121928192    pt    -6.67E+01    pt correct
441633465277353985    pt    -1.21E+02    pt correct
441633606860300288    gl    -3.21E+01    pt wrong
441640677609598976    gl    -3.86E+01    pt wrong
441641589958770688    pt    -5.80E+01    pt correct
441643177733533696    pt    -5.47E+01    pt correct
441643997543809024    en    -1.90E+02    en correct
441644889068281856    gl    -2.54E+01    pt wrong
441647910552604672    pt    -1.36E+02    pt correct
441648794317619200    gl    -3.63E+01    pt wrong
441650145806278656    gl    -4.16E+01    pt wrong
441651367095320576    eu    -3.69E+01    pt wrong
441651642816299009    es    -6.21E+01    pt wrong
441653137787875328    gl    -3.93E+01    pt wrong
441653787779166208    pt    -1.39E+01    pt correct
441654107292860416    pt    -3.35E+01    pt correct
441655401357246466    pt    -5.22E+01    pt correct
441657420839145473    pt    -6.94E+01    pt correct
441657455630888960    pt    -3.84E+01    pt correct
441659288466243584    pt    -2.09E+02    pt correct
441659526245531650    pt    -6.71E+01    pt correct
441660251281301504    pt    -4.45E+01    pt correct
441660713200021504    gl    -5.97E+01    pt wrong
441663744545153024    gl    -9.17E+01    pt wrong
441664661701033984    pt    -1.13E+02    pt correct
441667462590132227    pt    -2.55E+01    pt correct
441667547122139136    pt    -2.30E+01    pt correct
441668665755578368    pt    -1.19E+02    pt correct
441670868402716672    pt    -1.96E+01    pt correct
441671788301660160    eu    -3.50E+01    pt wrong
441673081825026048    pt    -3.16E+01    pt correct
441673589952368641    pt    -5.65E+01    pt correct
441675029630443521    pt    -6.21E+01    pt correct
441675146949300224    pt    -9.89E+01    pt correct
441676599390650368    pt    -1.49E+02    pt correct
441679182062682112    pt    -1.52E+02    pt correct
441680334649057280    gl    -6.66E+01    pt wrong
441680547556102144    eu    -2.80E+01    pt wrong
441680918345162753    gl    -3.17E+01    pt wrong
441682813780525056    pt    -6.12E+01    pt correct
441684097384316928    gl    -9.95E+01    pt wrong
441684340582674432    pt    -4.25E+01    pt correct
441684352494497792    pt    -1.08E+02    pt correct
441686353131339776    en    -8.12E+01    en correct
441686450057535488    gl    -6.86E+01    pt wrong
441686689103503361    gl    -1.12E+02    pt wrong
441686762512216064    pt    -4.61E+01    pt correct
441687245301760000    pt    -6.61E+01    pt correct
441687560688259072    pt    -9.87E+01    pt correct
441688241541238784    pt    -6.35E+01    pt correct
441688644349624320    pt    -9.30E+01    pt correct
441688799199100928    pt    -6.62E+01    pt correct
441691604643229696    gl    -2.42E+02    pt wrong
441693252132302848    pt    -9.05E+01    pt correct
441694994458746880    pt    -1.64E+02    pt correct
441695456469725186    pt    -7.36E+01    pt correct
441695843184570368    eu    -8.15E+01    pt wrong
441696236333461504    gl    -5.25E+01    pt wrong
441696775767089152    pt    -1.35E+02    pt correct
441697584659578880    gl    -3.30E+01    pt wrong
441698569675083776    gl    -1.02E+02    pt wrong
441698811082461184    gl    -2.11E+02    pt wrong
441699291812614144    gl    -1.08E+02    pt wrong
441700004810735616    eu    -6.60E+01    pt wrong
441700430943617025    eu    -3.97E+01    pt wrong
441702142530048000    pt    -5.22E+01    pt correct
441702602552901632    pt    -3.85E+01    pt correct
441702759495385088    en    -8.33E+01    pt wrong
441703531704492032    pt    -1.93E+02    pt correct
441703647643435008    eu    -9.22E+01    pt wrong
441706470623944704    gl    -1.90E+02    pt wrong
441706642284220417    gl    -1.57E+02    pt wrong
441706964377411584    pt    -8.78E+01    pt correct
441707750339649538    pt    -3.22E+01    pt correct
441708108268990464    pt    -6.87E+01    pt correct
441708683714908160    eu    -3.89E+01    pt wrong
441708709929320448    pt    -9.61E+01    pt correct
441709621422870530    pt    -1.01E+02    pt correct
441712043272720384    pt    -9.49E+01    pt correct
441712803020550144    pt    -2.45E+01    pt correct
441713305078726656    pt    -6.58E+01    pt correct
441715137473687552    pt    -4.20E+01    pt correct
441715369603248128    pt    -8.55E+01    pt correct
441716085143134208    pt    -5.37E+01    pt correct
441716831645343744    pt    -7.38E+01    pt correct
441717040228093952    pt    -2.10E+02    pt correct
441718651277041664    gl    -1.11E+02    pt wrong
441719852869623809    pt    -4.06E+01    pt correct
441720007236792320    pt    -2.17E+02    pt correct
441720189487710208    pt    -8.45E+01    pt correct
441721559032807424    eu    -1.16E+02    pt wrong
441722088416874496    gl    -5.88E+01    pt wrong
441724377353031680    ca    -6.18E+00    pt wrong
441724734602895362    gl    -4.04E+01    pt wrong
441727576994615296    pt    -8.34E+01    pt correct
441727601304813568    pt    -4.80E+01    pt correct
441727709572374528    ca    -1.61E+01    pt wrong
441729436493164544    en    -1.11E+02    en correct
441730226905575424    pt    -1.07E+01    pt correct
441730531177160705    pt    -6.77E+01    pt correct
441731362186199042    pt    -5.32E+01    pt correct
441733736510398464    gl    -5.31E+01    pt wrong
441734228967829504    en    -4.58E+01    en correct
441734595419967489    gl    -1.14E+02    pt wrong
441735031183011841    pt    -1.65E+02    pt correct
441735635489943552    pt    -5.98E+01    pt correct
441736906196254720    es    -7.99E+01    pt wrong
441746123577753600    pt    -7.23E+01    pt correct
441748203621199872    gl    -4.40E+01    pt wrong
441749378034724864    pt    -2.87E+01    pt correct
441763237898747904    pt    -1.32E+02    pt correct
441778853082841089    eu    -1.47E+02    pt wrong
441793456131031040    pt    -6.41E+01    pt correct
441796232772866048    pt    -5.25E+01    pt correct
441826079263961088    en    -1.85E+02    en correct
441834982521466880    pt    -1.03E+02    pt correct
441846762232635392    en    -6.62E+01    en correct
441855180666327040    pt    -5.38E+01    pt correct
441868713609150464    pt    -5.00E+01    pt correct
441868857440227328    pt    -4.81E+01    pt correct
441872425106833408    pt    -3.36E+01    pt correct
441873242740236288    ca    -3.05E+01    pt wrong
441874347381501952    eu    -2.23E+01    pt wrong
441874792615264256    gl    -3.19E+01    pt wrong
441883975444070401    pt    -2.73E+01    pt correct
441888679418929152    pt    -2.21E+01    pt correct
441892519467827200    pt    -5.92E+01    pt correct
441895641078583297    gl    -7.83E+01    pt wrong
441896413853913088    gl    -7.88E+01    pt wrong
441901789139718144    pt    -6.69E+01    pt correct
441905626076434432    en    -1.65E+02    en correct
441906199228088321    pt    -9.59E+01    pt correct
441910717437206528    gl    -6.40E+01    pt wrong
441914496295391232    pt    -2.15E+01    pt correct
441915371655004160    pt    -6.16E+01    pt correct
441917690517942272    gl    -4.30E+01    pt wrong
441929463358820352    gl    -7.78E+01    pt wrong
441936205203378176    en    -2.15E+01    en correct
441941325001539584    pt    -1.17E+02    pt correct
441945368851648512    en    -1.14E+02    en correct
441955302599311360    eu    -1.14E+02    pt wrong
441962474242580480    pt    -3.15E+01    pt correct
441972412666884096    en    -3.90E+01    pt wrong
441974304092467200    pt    -4.27E+01    pt correct
441977023888891904    gl    -7.41E+01    pt wrong
441977228881321985    pt    -1.11E+02    pt correct
441979852422643714    en    -1.06E+02    en correct
441981359591288832    pt    -8.50E+01    pt correct
441981681252442113    gl    -4.58E+01    pt wrong
441985307433795585    gl    -7.10E+01    pt wrong
441985375129845761    pt    -4.82E+01    pt correct
441986481033592832    pt    -4.17E+01    pt correct
441992953255698432    gl    -8.06E+01    pt wrong
441995078262075392    pt    -1.07E+02    pt correct
441995951461642240    pt    -1.74E+01    pt correct
441997850487312384    gl    -8.64E+01    pt wrong
441999133709451264    gl    -1.21E+02    pt wrong
441999725047595008    pt    -6.53E+01    pt correct
442003801961398272    pt    -4.24E+01    pt correct
442006186498727936    pt    -1.07E+02    pt correct
442006482847301633    en    -7.86E+01    en correct
442007394093391872    pt    -5.18E+01    pt correct
442007522686562304    gl    -1.20E+02    pt wrong
442008031845687296    pt    -1.75E+02    pt correct
442010147767193600    pt    -4.24E+01    pt correct
442012344089325568    pt    -6.74E+01    pt correct
442013028884942848    gl    -5.97E+01    pt wrong
442015252851732480    pt    -5.54E+01    pt correct
442019182449008641    gl    -8.46E+01    pt wrong
442020262566166528    gl    -5.55E+01    pt wrong
442021045001027584    pt    -3.08E+01    pt correct
442023199703072768    pt    -4.32E+01    pt correct
442024788371177472    en    -4.76E+01    pt wrong
442025055011487744    gl    -1.87E+02    pt wrong
442027280605675520    gl    -8.44E+01    pt wrong
442027616103854080    gl    -1.08E+02    pt wrong
442030766579781632    gl    -1.20E+02    pt wrong
442030861610156032    gl    -6.12E+01    pt wrong
442033293618606080    pt    -7.09E+01    pt correct
442033471914254336    pt    -1.48E+02    pt correct
442033593045762048    gl    -1.02E+02    pt wrong
442034212804521984    pt    -1.84E+01    pt correct
442036511689965568    pt    -5.72E+01    pt correct
442037714813485057    pt    -4.44E+01    pt correct
442040893168963584    pt    -4.89E+01    pt correct
442041048358207489    gl    -4.71E+01    pt wrong
442042035735134208    pt    -6.37E+01    pt correct
442042183018102785    pt    -1.95E+01    pt correct
442043934672318465    pt    -3.24E+01    pt correct
442045883031781376    pt    -2.12E+02    pt correct
442047970239057920    pt    -7.13E+01    pt correct
442049767183769600    pt    -4.64E+01    pt correct
442049857852035073    eu    -5.12E+01    pt wrong
442050448317775872    pt    -2.02E+02    pt correct
442050451006320640    pt    -2.15E+02    pt correct
442050515367911424    gl    -4.05E+01    pt wrong
442051393357381632    pt    -1.41E+02    pt correct
442051597934542849    gl    -8.84E+01    pt wrong
442055327920697346    en    -4.02E+01    pt wrong
442055617206046720    pt    -5.72E+01    pt correct
442055903555379200    eu    -9.55E+01    en wrong
442057636146860033    pt    -4.63E+01    pt correct
442058652183461888    pt    -6.05E+01    pt correct
442060810329001984    pt    -1.20E+02    pt correct
442060930399358976    pt    -9.47E+01    pt correct
442061975133380608    pt    -7.49E+01    pt correct
442063576522821633    pt    -1.36E+02    pt correct
442064055994703872    eu    -2.64E+01    pt wrong
442064156544733184    gl    -5.05E+01    pt wrong
442064854212702209    gl    -1.29E+02    pt wrong
442065670889816065    pt    -4.71E+01    pt correct
442065996351037440    pt    -5.20E+01    pt correct
442066126345084928    pt    -4.51E+01    pt correct
442066250739765248    pt    -4.33E+01    pt correct
442067240046063617    gl    -1.53E+02    pt wrong
442067362452635649    en    -1.21E+02    pt wrong
442069420324974593    pt    -3.63E+01    pt correct
442069635312418816    eu    -5.64E+01    pt wrong
442070746748440577    pt    -6.28E+01    pt correct
442072834337431552    gl    -1.93E+02    pt wrong
442074996706664448    pt    -8.79E+01    pt correct
442076070939209728    pt    -7.06E+01    pt correct
442076901721788416    gl    -6.54E+01    pt wrong
442077520876548096    pt    -1.02E+02    pt correct
442077532859695104    pt    -3.39E+01    pt correct
442082803573063680    eu    -5.45E+01    pt wrong
442083101041504256    gl    -5.00E+01    pt wrong
442084096911896577    gl    -4.48E+01    pt wrong
442085028391305218    pt    -1.80E+01    pt correct
442088180364611584    pt    -6.27E+01    pt correct
442090045437399040    pt    -3.52E+01    pt correct
442094531560083456    gl    -8.70E+01    pt wrong
442095409633431552    pt    -2.32E+02    pt correct
442097836713598976    gl    -3.68E+01    pt wrong
442099035802193920    pt    -1.27E+02    pt correct
442103510587682816    gl    -1.04E+02    pt wrong
442103667635003392    pt    -6.56E+01    pt correct
442104258155270144    pt    -1.18E+02    pt correct
442106307198582784    pt    -3.89E+01    pt correct
442107193719279616    eu    -1.10E+02    pt wrong
442109899406082048    gl    -8.01E+01    pt wrong
442121312686051328    pt    -2.58E+01    pt correct
442160583853752320    pt    -7.08E+01    pt correct
442165532427812864    pt    -4.25E+01    pt correct
442173589488676864    gl    -1.26E+02    pt wrong
442192745554538496    en    -1.32E+02    en correct
442229971789316096    pt    -4.34E+01    pt correct
442240131152744448    pt    -4.02E+01    pt correct
442248400206327808    eu    -6.43E+01    pt wrong
442250061368795137    pt    -8.86E+01    pt correct
442255704171499520    eu    -1.08E+02    pt wrong
442257445134811136    pt    -6.87E+01    pt correct
442260298003931136    gl    -8.94E+01    pt wrong
442270910771634176    pt    -3.04E+01    pt correct
442271656044920832    pt    -2.00E+02    pt correct
442271989227868160    pt    -9.63E+01    pt correct
442273306411270145    pt    -5.58E+01    pt correct
442274810924904448    pt    -8.48E+01    pt correct
442277644026265600    eu    -7.54E+01    pt wrong
442281774983680000    pt    -5.95E+01    pt correct
442293695225020416    pt    -1.87E+02    pt correct
442295984379658241    pt    -4.21E+01    pt correct
442296774292955137    gl    -5.48E+01    pt wrong
442297049766432768    pt    -9.18E+01    pt correct
442297702458871808    pt    -8.95E+01    pt correct
442298495052312576    pt    -6.10E+01    pt correct
442299732913045504    pt    -1.51E+02    pt correct
442301272373592064    en    -1.04E+02    en correct
442305635406065664    gl    -5.34E+03    pt wrong
442387729897115648    eu    -2.49E+01    pt wrong
442389509448421377    pt    -9.55E+01    pt correct
442390110655741952    eu    -1.98E+01    pt wrong
442390218550022144    gl    -9.54E+01    es wrong
442390425991909376    pt    -6.53E+01    pt correct
442395362113093632    pt    -8.11E+01    pt correct
442395436675260416    pt    -5.34E+01    pt correct
442396246507257856    pt    -5.57E+01    pt correct
442401343559725056    en    -2.19E+02    en correct
442406250534678529    pt    -4.64E+01    pt correct
442406432307417088    gl    -1.13E+02    pt wrong
442406799795580928    eu    -9.43E+01    pt wrong
442407735410585601    pt    -1.04E+02    pt correct
442413462132891648    pt    -1.06E+02    pt correct
442413605435490305    gl    -5.54E+01    pt wrong
442416235620605952    gl    -7.26E+01    pt wrong
442419102385446912    gl    -1.57E+02    pt wrong
442419819565309953    pt    -7.50E+01    pt correct
442420131348893696    pt    -9.20E+01    pt correct
442420394709254144    pt    -6.93E+01    pt correct
442421824069328896    gl    -4.90E+01    pt wrong
442424776842551296    pt    -3.68E+01    pt correct
442424958753710080    pt    -2.18E+02    pt correct
442427026465914882    pt    -6.27E+01    pt correct
442430532203577344    pt    -1.03E+02    pt correct
442433051722022912    pt    -4.71E+01    pt correct
442433562965716992    pt    -9.01E+01    pt correct
442438272120549376    pt    -8.80E+01    pt correct
442442322459258880    eu    -1.99E+02    pt wrong
442443442770432000    pt    -6.45E+01    pt correct
442444258411577344    eu    -6.23E+01    pt wrong
442445141857800192    pt    -6.60E+01    pt correct
442446089715974144    en    -8.58E+01    en correct
442446258469605376    en    -8.91E+01    en correct
442446861908328449    en    -1.92E+02    en correct
442447093647818752    en    -4.24E+01    es wrong
442447693819179008    gl    -1.59E+02    pt wrong
442448246074785793    pt    -4.03E+01    pt correct
442454309146726400    gl    -4.30E+01    pt wrong
442457070445809664    eu    -2.88E+01    pt wrong
442459154993922048    pt    -8.98E+01    pt correct
442459890360262656    gl    -6.52E+01    pt wrong
442460229247434752    pt    -1.06E+02    pt correct
442460502791573504    gl    -4.62E+01    pt wrong
442461686038298625    gl    -1.41E+02    pt wrong
442462126926745600    eu    -2.27E+01    pt wrong
442462687239630848    pt    -3.03E+01    pt correct
442469077567946753    pt    -7.62E+01    pt correct
442470817939877888    gl    -2.48E+01    pt wrong
442472659939753984    pt    -6.30E+01    pt correct
442473177294585856    eu    -8.49E+01    pt wrong
442473325760376833    pt    -5.76E+01    pt correct
442476405537124352    pt    -6.00E+01    pt correct
442477620098510848    eu    -7.03E+01    pt wrong
442478630095310848    gl    -7.41E+01    pt wrong
442479949359095808    pt    -5.64E+01    pt correct
442480621966073856    eu    -2.09E+02    en wrong
442480754212085760    en    -1.84E+02    en correct
442490668725075968    gl    -5.92E+01    pt wrong
442492257540009984    pt    -1.05E+02    pt correct
442493675646754816    gl    -1.07E+02    pt wrong
442503429056122880    en    -2.17E+01    en correct
442509282060533761    en    -1.33E+02    en correct
442511361210613760    pt    -3.08E+01    pt correct
442512274591612928    pt    -1.27E+02    pt correct
442536629862146048    pt    -5.48E+01    pt correct
442580367753887744    pt    -9.64E+01    pt correct
442588828008980480    gl    -6.02E+01    pt wrong
442601917009895424    pt    -1.72E+02    pt correct
442617141876228096    pt    -7.05E+01    pt correct
442620340062392320    gl    -5.44E+01    pt wrong
442624634652221440    en    -5.18E+01    en correct
442627603988762625    es    -2.58E+01    pt wrong
442627652210667520    en    -2.14E+02    en correct
442628936875663361    pt    -6.80E+01    pt correct
442635719472074752    pt    -2.02E+01    pt correct
442637003939913728    pt    -8.20E+01    pt correct
442638913300332544    pt    -3.08E+01    pt correct
442641297384669184    eu    -5.71E+01    pt wrong
442643202659872768    pt    -9.11E+01    pt correct
442644495130431488    pt    -1.30E+02    pt correct
442645136002912256    gl    -6.82E+01    pt wrong
442646751074607104    gl    -8.19E+01    pt wrong
442648278631739392    pt    -7.90E+01    pt correct
442648625576157184    pt    -2.21E+02    pt correct
442649100807581696    pt    -6.86E+01    pt correct
442649131665080320    gl    -4.23E+01    pt wrong
442649509219532800    gl    -1.01E+02    pt wrong
442649522326765570    pt    -5.97E+01    pt correct
442651834222931968    gl    -7.57E+01    pt wrong
442652316639174656    en    -9.68E+01    en correct
442652693694525440    pt    -6.82E+01    pt correct
442656504257458176    pt    -2.29E+02    pt correct
442657596500369408    eu    -5.08E+01    pt wrong
442658759740231680    pt    -7.60E+01    pt correct
442661762937389056    gl    -9.31E+01    pt wrong
442661958240989184    ca    -2.57E+01    pt wrong
442662287623852032    gl    -8.72E+01    pt wrong
442663075972673536    eu    -8.19E+01    pt wrong
442666613368958976    pt    -9.43E+01    pt correct
442667995090128896    eu    -1.04E+02    es wrong
442668109946945536    pt    -6.27E+01    pt correct
442672501353881600    gl    -1.17E+02    pt wrong
442672779964743681    eu    -1.97E+01    pt wrong
442673458783469568    gl    -5.09E+01    pt wrong
442678481819037696    gl    -7.75E+01    pt wrong
442678634290368512    gl    -2.69E+01    pt wrong
442680148937039872    pt    -3.57E+01    pt correct
442680772135489536    pt    -5.82E+01    pt correct
442680889940914177    pt    -7.40E+01    pt correct
442682942847221761    pt    -5.15E+01    pt correct
442683383119106048    pt    -5.82E+01    pt correct
442683699227017216    pt    -3.57E+01    pt correct
442685678271594499    pt    -1.01E+02    pt correct
442686077397381122    gl    -7.76E+01    pt wrong
442693856992440321    pt    -4.77E+01    pt correct
442695331705520128    pt    -3.99E+01    pt correct
442698290904465409    pt    -6.86E+01    pt correct
442701949386108929    en    -3.89E+01    en correct
442702943851380736    pt    -3.54E+01    pt correct
442703710595346432    gl    -4.70E+01    pt wrong
442705422739603456    pt    -2.23E+02    pt correct
442708816204144640    pt    -8.61E+01    pt correct
442709206526066688    eu    -6.69E+01    pt wrong
442715570736463872    pt    -1.15E+01    pt correct
442718003470553088    pt    -8.45E+01    pt correct
442720468358152192    gl    -5.48E+01    pt wrong
442722121022570496    gl    -4.01E+01    pt wrong
442722390330859520    gl    -2.68E+01    pt wrong
442722722452606976    pt    -5.98E+01    pt correct
442723782676213760    gl    -6.94E+01    pt wrong
442724251192524800    pt    -1.20E+02    pt correct
442725762622554112    pt    -3.64E+01    pt correct
442725945037033472    gl    -1.36E+02    pt wrong
442726474748284930    pt    -3.62E+01    pt correct
